Beco Andrelino Lucas dos Santos, no. 70, 96458-05, do Moscoso, Alegre, TO, 
Rua Ângelo Ripoli, no. 95, 27290-208, Morada de Camburi, Jacaraípe, RJ, 
Rua Antero de Almeida, no. 43, 27290-208, da Penha, Jacaraípe, AL, 
Rua Antonieta Tatagiba, no. 40, 27095-68, Resistência, Jacaraípe, SE, 
Rua Antário Alexandre Theodoro Filho, no. 75, 27095-68, Jardim da Penha, Jacaraípe, PB, 
Rua Alfredo Sampaio, no. 76, 26966-946, Santa Tereza, Jacaraípe, TO, 
Rua Ângela Maria Cani Gama, no. 87, 26671-700, Santa Clara, Jacaraípe, MG, 
Rua Anita Giovanoti, no. 3, 26599-290, Monte Belo, Jacaraípe, MA, 
Praça Anedir de Lima Corrêa, no. 89, 26536-082, Forte São João, Jacaraípe, PB, 
Rua Alfredo Otto Drews, no. 86, 26536-082, Nova Palestina, Jacaraípe, BA, 
Praça Anedir de Lima Corrêa, no. 74, 26517-482, Mata da Praia, Jacaraípe, RS, 
Rua Anestor Pedro, no. 88, 26517-482, São Pedro, Jacaraípe, MA, 
Beco Antônia Servina Simplício, no. 43, 26422-406, Centro, Jacaraípe, MA, 
Rua Antário Alexandre Theodoro Filho, no. 93, 26422-406, da Penha, Jacaraípe, BA, 
Rua Antonino Ribeiro, no. 80, 26416-769, Maruípe, Jacaraípe, PB, 
Escadaria Antônia Pereira Paiva, no. 80, 26416-769, São Pedro, Jacaraípe, AP, 
Escadaria Antenor Passos, no. 36, 26294-773, Monte Belo, Jacaraípe, RN, 
Beco Antônia Servina Simplício, no. 78, 26294-773, Mata da Praia, Jacaraípe, MT, 
Praça Anníbal Anthero Martins, no. 15, 26185-221, Santa Clara, Jacaraípe, BA, 
Rua Antero de Almeida, no. 69, 26185-221, Mata da Praia, Jacaraípe, BA, 
Rua Antonieta Tatagiba, no. 9, 26114-015, São Cristóvão, Jacaraípe, TO, 
Travessa Alfredo Sampaio, no. 39, 25901-087, Forte São João, Jacaraípe, RO, 
Beco Antônia Servina Simplício, no. 94, 25901-087, Cruzamento, Jacaraípe, RN, 
Rua Anita Giovanoti, no. 53, 25839-904, Caratoíra, Jacaraípe, RJ, 
Praça Anedir de Lima Corrêa, no. 51, 25839-904, Nova Palestina, Jacaraípe, CE, 
Rua Ângelo Carão, no. 68, 25622-616, Consolação, Jacaraípe, SC, 
Rua Anestor Pedro, no. 17, 25622-616, Bonfim, Jacaraípe, RN, 
Rua Anestor Pedro, no. 57, 25622-616, Jucutuquara, Jacaraípe, GO, 
Rua Antiocho Carneiro de Mendonça, no. 87, 25622-616, Monte Belo, Jacaraípe, ES, 
Beco Anna Anastácia Cirilo, no. 80, 25563-660, do Moscoso, Jacaraípe, PR, 
Praça Anníbal Anthero Martins, no. 97, 25563-660, Resistência, Jacaraípe, PB, 
Rua Antário Alexandre Theodoro Filho, no. 5, 25549-312, Santa Cecília, Jacaraípe, SC, 
Escadaria Andrelino Pereira, no. 73, 25549-312, Santa Clara, Jacaraípe, MG, 
Praça Anníbal Anthero Martins, no. 85, 25358-919, Morada de Camburi, Jacaraípe, PE, 
Rua Ângelo Carão, no. 40, 25358-919, São Cristóvão, Jacaraípe, AP, 
Travessa Alfredo Sampaio, no. 56, 25344-409, Consolação, Jacaraípe, SC, 
Rua Anníbal Vieira Rabayolli, no. 42, 25241-23, do Moscoso, Jacaraípe, MG, 
Rua Antônio Aleixo, no. 15, 24392-033, Centro, Jacaraípe, PR, 
Rua Antero de Almeida, no. 93, 24392-033, Santa Cecília, Jacaraípe, PA, 
Escadaria Antônia Pereira Paiva, no. 61, 24278-380, Centro, Jacaraípe, RN, 
Rua Anselmo Serrat, no. 78, 24234-034, Santa Martha, Jacaraípe, TO, 
Rua Antonello Braga, no. 10, 24234-034, Santa Martha, Jacaraípe, RS, 
Praça Anníbal Anthero Martins, no. 13, 24234-034, Fradinhos, Jacaraípe, CE, 
Rua Antonello Braga, no. 62, 23993-564, Romão, Jacaraípe, TO, 
Beco Andrelino Lucas dos Santos, no. 68, 23993-564, Gurigica, Jacaraípe, PA, 
Rua Alfredo Sampaio, no. 50, 23886-91, Andorinhas, Jacaraípe, ES, 
Travessa Ângelo Zardine, no. 96, 23871-013, Santa Clara, Jacaraípe, PB, 
Escadaria Antônia Pereira Paiva, no. 54, 23871-013, Santa Lúcia, Jacaraípe, MS, 
Rua Antário Alexandre Theodoro Filho, no. 4, 23662-904, Centro, Jacaraípe, GO, 
Rua André Rodrigues Pedro, no. 50, 23559-759, Santa Martha, Jacaraípe, RR, 
Escadaria Antípo Francisco do Nascimento, no. 68, 23559-759, Cruzamento, Jacaraípe, MS, 
Rua Ângelo Carão, no. 31, 23518-318, Santa Lúcia, Jacaraípe, SC, 
Rua Alfredo Otto Drews, no. 19, 23518-318, Bento Ferreira, Jacaraípe, MT, 
Beco Antônia Servina Simplício, no. 67, 23095-883, Jucutuquara, Jacaraípe, PI, 
Beco Antônia Servina Simplício, no. 74, 23095-883, Redenção, Jacaraípe, ES, 
Escadaria Antônia Pereira Paiva, no. 81, 22954-402, Santa Clara, Jacaraípe, RJ, 
Rua Antiocho Carneiro de Mendonça, no. 77, 22954-402, Santa Tereza, Jacaraípe, PB, 
Rua Ângela Roza Simonelli, no. 82, 22954-402, Praia do Suá, Jacaraípe, PA, 
Rua Antônio Aguirre, no. 35, 22954-402, Resistência, Jacaraípe, PA, 
Beco Antenor Falcão, no. 51, 22868-86, Santa Cecília, Jacaraípe, SP, 
Rua André Rodrigues Pedro, no. 69, 22868-86, de Lourdes, Jacaraípe, RJ, 
Escadaria Andrelino Pereira, no. 79, 22868-86, Mata da Praia, Jacaraípe, RJ, 
Rua Ângelo Zardine, no. 61, 22868-86, do Moscoso, Jacaraípe, AC, 
Rua Antero de Almeida, no. 83, 22808-269, Jardim da Penha, Jacaraípe, SP, 
Rua Antenor Guimarães, no. 37, 22795-98, Bento Ferreira, Jacaraípe, SC, 
Rua Antônia Adami, no. 42, 22686-894, Santa Martha, Jacaraípe, RS, 
Praça Anita Francisca Crystello, no. 73, 22686-894, Morada de Camburi, Jacaraípe, RO, 
Rua Ângela Roza Simonelli, no. 85, 22686-894, Maria Ortiz, Jacaraípe, PR, 
Beco Anísio Pereira do Nascimento, no. 19, 22686-894, Maruípe, Jacaraípe, ES, 
Escadaria Antípo Francisco do Nascimento, no. 18, 22675-216, Nova Palestina, Jacaraípe, SP, 
Escadaria Antípo Francisco do Nascimento, no. 50, 22675-216, Enseada do Suá, Jacaraípe, MG, 
Rua Ângela Maria Cani Gama, no. 33, 22662-626, São Benedito, Jacaraípe, RN, 
Rua Antônia Adami, no. 55, 22119-749, Morada de Camburi, Jacaraípe, DF, 
Beco Anna Anastácia Cirilo, no. 92, 21862-549, Bento Ferreira, Jacaraípe, RS, 
Rua Anita Giovanoti, no. 58, 21862-549, Forte São João, Jacaraípe, RO, 
Beco Anísio Pereira do Nascimento, no. 54, 21837-261, Andorinhas, Jacaraípe, RS, 
Rua Antônia Adami, no. 56, 21837-261, Boa Vista, Jacaraípe, MS, 
Rua Anselmo Serrat, no. 53, 21837-261, Santa Clara, Jacaraípe, AP, 
Rua André Rodrigues Pedro, no. 24, 21837-261, Santa Martha, Jacaraípe, AL, 
Rua Anestor Pedro, no. 89, 21805-930, São Cristóvão, Jacaraípe, MA, 
Travessa Alfredo Sampaio, no. 60, 21740-911, Tabuazeiro, Jacaraípe, AC, 
Escadaria Aníbal Eugênio dos Santos, no. 7, 21389-401, Forte São João, Jacaraípe, RS, 
Rua Antônia Adami, no. 92, 21313-45, Enseada do Suá, Jacaraípe, GO, 
Rua Antônio Aleixo, no. 91, 21289-952, Forte São João, Jacaraípe, TO, 
Travessa Alfredo Sampaio, no. 72, 21289-952, da Penha, Jacaraípe, RN, 
Escadaria Anselmo Serrat, no. 49, 21289-952, Andorinhas, Jacaraípe, RN, 
Rua Antário Alexandre Theodoro Filho, no. 28, 21289-952, Santa Martha, Jacaraípe, PR, 
Rua Antônio Aguirre, no. 72, 21289-952, São Cristóvão, Jacaraípe, AP, 
Praça Anníbal Anthero Martins, no. 94, 21258-934, Solon Borges, Jacaraípe, RR, 
Rua Anníbal Vieira Rabayolli, no. 78, 21258-934, Santa Lúcia, Jacaraípe, RJ, 
Escadaria Aníbal Eugênio dos Santos, no. 64, 20995-760, da Penha, Jacaraípe, PE, 
Rua Antonello Braga, no. 16, 20995-760, Bela Vista, Jacaraípe, MS, 
Rua Anníbal Vieira Rabayolli, no. 67, 20984-547, do Moscoso, Jacaraípe, GO, 
Rua Antonello Braga, no. 72, 20927-397, Praia do Suá, Jacaraípe, MA, 
Rua Antiocho Carneiro de Mendonça, no. 96, 20927-397, Boa Vista, Jacaraípe, DF, 
Ladeira Anthero Braído, no. 64, 20878-686, Romão, Jacaraípe, PB, 
Rua Antonello Braga, no. 36, 20878-686, Santos Dumont, Jacaraípe, CE, 
Rua Alfredo Sampaio, no. 93, 20878-686, Praia do Suá, Jacaraípe, AP, 
Travessa Alfredo Sampaio, no. 66, 20877-079, Horto, Jacaraípe, PB, 
Rua André Carloni, no. 68, 20877-079, Horto, Jacaraípe, MA, 
Rua Ângelo Zardine, no. 59, 20660-290, de Lourdes, Jacaraípe, RR, 
Escadaria Antípo Francisco do Nascimento, no. 14, 20660-290, Jabour, Jacaraípe, DF, 
Escadaria Antenor Passos, no. 34, 20566-253, Enseada do Suá, Jacaraípe, PB, 
Rua Antário Alexandre Theodoro Filho, no. 5, 20480-757, Morada de Camburi, Jacaraípe, AL, 
Rua Ângelo Carão, no. 69, 20384-27, São Cristóvão, Jacaraípe, RO, 
Rua Antônio Aleixo, no. 14, 20384-27, Mata da Praia, Jacaraípe, CE, 
Rua Ângelo Carão, no. 97, 20342-043, Gurigica, Jacaraípe, TO, 
Rua Alfredo Sampaio, no. 100, 20342-043, Santa Clara, Jacaraípe, RN, 
Escadaria Aníbal Eugênio dos Santos, no. 30, 20342-043, Bela Vista, Jacaraípe, CE, 
Escadaria Andrelino Pereira, no. 39, 20342-043, Cruzamento, Jacaraípe, AP, 
Rua Antônio Aguirre, no. 87, 20342-043, Santa Tereza, Jacaraípe, AC, 
Travessa Alfredo Sampaio, no. 50, 20199-322, São Pedro, Jacaraípe, CE, 
Rua Antário Alexandre Theodoro Filho, no. 31, 20137-309, Resistência, Jacaraípe, RR, 
Praça Anníbal Anthero Martins, no. 71, 20137-309, Morada de Camburi, Jacaraípe, CE, 
Beco Antônia Servina Simplício, no. 93, 20076-771, Santa Clara, Jacaraípe, PI, 
Travessa Ângelo Zardine, no. 71, 20015-318, Monte Belo, Jacaraípe, MA, 
Praça Anníbal Anthero Martins, no. 53, 19852-192, Jabour, Jacaraípe, SP, 
Travessa Alfredo Sampaio, no. 12, 19819-223, Santa Tereza, Jacaraípe, MT, 
Rua Antário Alexandre Theodoro Filho, no. 3, 19819-223, de Lourdes, Jacaraípe, MT, 
Avenida Anísio Fernandes Coelho, no. 68, 19819-223, Resistência, Jacaraípe, AL, 
Escadaria Antípo Francisco do Nascimento, no. 3, 19819-223, Maria Ortiz, Jacaraípe, AL, 
Rua Antonello Braga, no. 14, 19792-284, Bonfim, Jacaraípe, MS, 
Escadaria Antípo Francisco do Nascimento, no. 61, 19746-084, Bento Ferreira, Jacaraípe, ES, 
Rua Antonello Braga, no. 71, 19232-923, Jucutuquara, Jacaraípe, RN, 
Beco Andrelino Lucas dos Santos, no. 17, 19232-923, Redenção, Jacaraípe, GO, 
Rua Alfredo Otto Drews, no. 35, 19030-352, Jardim da Penha, Jacaraípe, AL, 
Rua André Rodrigues Pedro, no. 61, 18619-779, de Lourdes, Jacaraípe, AC, 
Rua Ângelo Ripoli, no. 73, 18288-033, Santa Martha, Jacaraípe, PA, 
Rua Ângelo Ripoli, no. 100, 18288-033, Fradinhos, Jacaraípe, PA, 
Escadaria Antenor Passos, no. 5, 18288-033, Jucutuquara, Jacaraípe, MS, 
Rua Anníbal Vieira Rabayolli, no. 11, 18157-141, Caratoíra, Jacaraípe, RO, 
Beco Anna Anastácia Cirilo, no. 6, 18157-141, Santa Martha, Jacaraípe, RN, 
Rua Anníbal Vieira Rabayolli, no. 98, 18119-414, Boa Vista, Jacaraípe, ES, 
Praça Anníbal Anthero Martins, no. 55, 17942-180, Consolação, Jacaraípe, TO, 
Rua Ângelo Ripoli, no. 91, 17942-180, Andorinhas, Jacaraípe, DF, 
Rua Antonieta Tatagiba, no. 97, 17794-147, do Moscoso, Jacaraípe, PE, 
Rua André Carloni, no. 33, 17794-147, Morada de Camburi, Jacaraípe, MT, 
Rua Antenor Guimarães, no. 9, 17744-506, Boa Vista, Jacaraípe, DF, 
Rua Antônio Aleixo, no. 59, 17744-506, Resistência, Jacaraípe, AC, 
Beco Anna Anastácia Cirilo, no. 85, 17201-037, Enseada do Suá, Jacaraípe, RJ, 
Escadaria Aníbal Eugênio dos Santos, no. 97, 16922-031, Gurigica, Jacaraípe, PE, 
Escadaria Aníbal Eugênio dos Santos, no. 38, 16859-12, Jardim da Penha, Jacaraípe, MT, 
Rua Ângelo Carão, no. 84, 16853-014, Redenção, Jacaraípe, DF, 
Rua Anselmo Serrat, no. 14, 16720-576, de Lourdes, Jacaraípe, MT, 
Rua Antonello Braga, no. 20, 16622-920, São Pedro, Jacaraípe, BA, 
Rua Antiocho Carneiro de Mendonça, no. 45, 16467-777, Consolação, Jacaraípe, PR, 
Escadaria Antenor Passos, no. 73, 15984-711, Santos Dumont, Jacaraípe, RO, 
Rua Antônia Adami, no. 33, 15984-711, Santa Clara, Jacaraípe, PI, 
Travessa Alfredo Sampaio, no. 62, 15864-261, Bonfim, Jacaraípe, RJ, 
Escadaria Antenor Passos, no. 58, 15524-19, Santa Cecília, Jacaraípe, SP, 
Rua Anita Giovanoti, no. 46, 15524-19, Santa Martha, Jacaraípe, PR, 
Rua Ângelo Carão, no. 21, 15524-19, Forte São João, Jacaraípe, PR, 
Rua Anníbal Vieira Rabayolli, no. 88, 15524-19, Centro, Jacaraípe, MG, 
Rua Antônia Adami, no. 37, 15462-821, Santa Martha, Jacaraípe, RJ, 
Beco Antenor Falcão, no. 45, 15190-608, Cruzamento, Jacaraípe, PA, 
Beco Anna Anastácia Cirilo, no. 65, 15055-233, Santa Cecília, Jacaraípe, PE, 
Travessa Ângelo Zardine, no. 13, 15055-233, Cruzamento, Jacaraípe, MG, 
Rua Antero de Almeida, no. 92, 14848-905, Resistência, Jacaraípe, TO, 
Rua Anita Giovanoti, no. 20, 14802-906, Gurigica, Jacaraípe, PR, 
Avenida Anísio Fernandes Coelho, no. 35, 14616-760, São Cristóvão, Jacaraípe, ES, 
Beco Antônia Servina Simplício, no. 78, 13738-284, Resistência, Jacaraípe, RS, 
Rua Anselmo Serrat, no. 95, 13738-284, Redenção, Jacaraípe, ES, 
Escadaria Antenor Passos, no. 35, 13732-267, Centro, Jacaraípe, CE, 
Praça Anita Francisca Crystello, no. 74, 13419-564, Gurigica, Jacaraípe, RN, 
Rua André Rodrigues Pedro, no. 22, 13419-564, Jucutuquara, Jacaraípe, MT, 
Escadaria Aníbal Eugênio dos Santos, no. 31, 13269-477, do Moscoso, Jacaraípe, RR, 
Rua Anníbal Vieira Rabayolli, no. 11, 13269-477, Maruípe, Jacaraípe, RO, 
Beco Antônia Servina Simplício, no. 98, 13269-477, Praia do Suá, Jacaraípe, RJ, 
Rua Antonino Ribeiro, no. 6, 13269-477, Tabuazeiro, Jacaraípe, DF, 
Rua Ângelo Carão, no. 92, 13142-148, Resistência, Jacaraípe, TO, 
Escadaria Antenor Passos, no. 96, 13142-148, Santa Tereza, Jacaraípe, RN, 
Rua Antero de Almeida, no. 86, 13142-148, Resistência, Jacaraípe, GO, 
Praça Anníbal Anthero Martins, no. 4, 12860-477, Resistência, Jacaraípe, RJ, 
Rua Antero de Almeida, no. 76, 12860-477, Centro, Jacaraípe, CE, 
Travessa Ângelo Zardine, no. 50, 12848-370, Santa Lúcia, Jacaraípe, PE, 
Rua Alfredo Otto Drews, no. 63, 12666-833, Santa Tereza, Jacaraípe, PI, 
Rua Alfredo Sampaio, no. 48, 12394-099, Cruzamento, Jacaraípe, ES, 
Rua Anníbal Vieira Rabayolli, no. 74, 12295-840, Boa Vista, Jacaraípe, ES, 
Rua Ângelo Carão, no. 8, 12245-969, Bento Ferreira, Jacaraípe, PB, 
Rua Ângelo Ripoli, no. 73, 11842-030, Santa Tereza, Jacaraípe, PI, 
Rua Anselmo Serrat, no. 100, 11781-841, Centro, Jacaraípe, ES, 
Praça Anita Francisca Crystello, no. 26, 11748-881, Andorinhas, Jacaraípe, SP, 
Rua Ângelo Ripoli, no. 7, 11748-881, Jardim Camburi, Jacaraípe, SE, 
Rua Ângela Roza Simonelli, no. 77, 11748-881, Boa Vista, Jacaraípe, SC, 
Rua Ângelo Carão, no. 14, 11748-881, Santa Tereza, Jacaraípe, RR, 
Rua Ângelo Carão, no. 21, 11748-881, Redenção, Jacaraípe, PR, 
Rua André Carloni, no. 59, 11554-157, São Cristóvão, Jacaraípe, SP, 
Rua Anestor Pedro, no. 50, 11354-209, Bela Vista, Jacaraípe, RS, 
Escadaria Andrelino Pereira, no. 97, 11354-209, São Benedito, Jacaraípe, RJ, 
Rua Antenor Guimarães, no. 85, 11354-209, Fradinhos, Jacaraípe, PR, 
Rua Antônio Aguirre, no. 39, 11320-873, São Benedito, Jacaraípe, MA, 
Beco Antônia Servina Simplício, no. 84, 11320-873, São Benedito, Jacaraípe, AM, 
Beco Andrelino Lucas dos Santos, no. 45, 11198-111, Fradinhos, Jacaraípe, MT, 
Escadaria Andrelino Pereira, no. 41, 11198-111, do Moscoso, Jacaraípe, MS, 
Rua Antário Alexandre Theodoro Filho, no. 90, 11089-981, Resistência, Jacaraípe, PA, 
Praça Anedir de Lima Corrêa, no. 83, 11089-981, Mata da Praia, Jacaraípe, AC, 
Beco Anísio Pereira do Nascimento, no. 47, 11080-121, Bela Vista, Jacaraípe, DF, 
Escadaria Antônia Pereira Paiva, no. 94, 11080-121, Maruípe, Jacaraípe, AP, 
Rua Alfredo Otto Drews, no. 25, 11077-088, Redenção, Jacaraípe, RN, 
Escadaria Aníbal Eugênio dos Santos, no. 85, 11077-088, Solon Borges, Jacaraípe, DF, 
Rua Anita Giovanoti, no. 24, 10918-278, Forte São João, Jacaraípe, PI, 
Rua Anselmo Serrat, no. 12, 10918-278, Solon Borges, Jacaraípe, ES, 
Escadaria Antípo Francisco do Nascimento, no. 62, 10918-278, Santa Martha, Jacaraípe, AM, 
Escadaria Aníbal Eugênio dos Santos, no. 48, 10587-011, Andorinhas, Jacaraípe, PE, 
Rua André Rodrigues Pedro, no. 60, 10587-011, Maruípe, Jacaraípe, PB, 
Escadaria Antípo Francisco do Nascimento, no. 32, 10417-276, Monte Belo, Jacaraípe, PI, 
Rua Ângelo Carão, no. 74, 10379-870, Bento Ferreira, Jacaraípe, TO, 
Escadaria Anselmo Serrat, no. 58, 10305-071, Itararé, Jacaraípe, RS, 
Rua Antonino Ribeiro, no. 55, 10230-224, Jucutuquara, Jacaraípe, RS, 
Rua André Rodrigues Pedro, no. 83, 10068-610, Jabour, Jacaraípe, PA, 
Rua Ângelo Ripoli, no. 70, 10068-610, Jardim da Penha, Jacaraípe, MG, 
Praça Anedir de Lima Corrêa, no. 82, 10068-610, Gurigica, Jacaraípe, AL, 
Beco Anísio Pereira do Nascimento, no. 51, 96458-05, Bento Ferreira, Linhares, GO, 
Rua Angelindo Carareto, no. 17, 92445-23, Cruzamento, Linhares, RR, 
Rua Alfredo Sampaio, no. 18, 90211-92, Santos Dumont, Linhares, MS, 
Rua Antonino Ribeiro, no. 15, 90211-92, Bonfim, Linhares, MG, 
Rua Antônio Aleixo, no. 41, 90211-92, São José, Linhares, MG, 
Escadaria Aníbal Eugênio dos Santos, no. 5, 89719-80, do Moscoso, Linhares, SE, 
Avenida Anísio Fernandes Coelho, no. 34, 89719-80, Bento Ferreira, Linhares, SC, 
Rua Anníbal Vieira Rabayolli, no. 51, 86628-71, Fradinhos, Linhares, PB, 
Rua Antonieta Tatagiba, no. 34, 86628-71, de Lourdes, Linhares, GO, 
Beco Anísio Pereira do Nascimento, no. 54, 86628-71, Jardim da Penha, Linhares, AC, 
Escadaria Anselmo Serrat, no. 78, 85446-84, Forte São João, Linhares, RN, 
Rua Antero de Almeida, no. 33, 85043-90, Horto, Linhares, SE, 
Rua Angelindo Carareto, no. 14, 85043-90, Centro, Linhares, PA, 
Rua Ângela Maria Cani Gama, no. 75, 83633-45, de Lourdes, Linhares, CE, 
Beco Andrelino Lucas dos Santos, no. 80, 83155-46, Centro, Linhares, PI, 
Escadaria Antônia Pereira Paiva, no. 78, 83155-46, Santa Tereza, Linhares, AP, 
Praça Anníbal Anthero Martins, no. 5, 83155-46, Boa Vista, Linhares, AP, 
Praça Anníbal Anthero Martins, no. 90, 80873-08, Santa Tereza, Linhares, PR, 
Escadaria Antenor Passos, no. 79, 80349-64, Monte Belo, Linhares, AP, 
Ladeira Anthero Braído, no. 26, 78521-15, Santa Tereza, Linhares, BA, 
Beco Antenor Falcão, no. 26, 78521-15, de Lourdes, Linhares, AL, 
Rua Antonello Braga, no. 85, 78350-62, Enseada do Suá, Linhares, MA, 
Rua Antero de Almeida, no. 62, 78350-62, Boa Vista, Linhares, AL, 
Beco Anísio Pereira do Nascimento, no. 84, 77758-93, Mata da Praia, Linhares, PI, 
Rua Anselmo Serrat, no. 56, 77696-03, Morada de Camburi, Linhares, MT, 
Rua Angelindo Carareto, no. 53, 77696-03, Redenção, Linhares, MS, 
Escadaria Andrelino Pereira, no. 58, 76058-83, Romão, Linhares, PB, 
Praça Anedir de Lima Corrêa, no. 53, 76058-83, Nova Palestina, Linhares, CE, 
Escadaria Antônia Pereira Paiva, no. 73, 76058-83, Bonfim, Linhares, AL, 
Rua Alfredo Sampaio, no. 41, 74354-25, Santa Cecília, Linhares, SE, 
Beco Anna Anastácia Cirilo, no. 4, 69451-97, do Moscoso, Linhares, AM, 
Rua Ângela Roza Simonelli, no. 11, 69326-63, Monte Belo, Linhares, PA, 
Ladeira Anthero Braído, no. 44, 69326-63, Santa Cecília, Linhares, MA, 
Rua Anestor Pedro, no. 4, 69120-66, Santa Martha, Linhares, RN, 
Avenida Anísio Fernandes Coelho, no. 7, 69120-66, Jardim Camburi, Linhares, PA, 
Praça Anita Francisca Crystello, no. 84, 69120-66, Jucutuquara, Linhares, PA, 
Rua André Carloni, no. 68, 69120-66, Gurigica, Linhares, MG, 
Avenida Anísio Fernandes Coelho, no. 23, 65099-74, Redenção, Linhares, AP, 
Praça Anita Francisca Crystello, no. 19, 64775-27, Santos Dumont, Linhares, RN, 
Rua Antônia Adami, no. 85, 64775-27, Centro, Linhares, PR, 
Praça Anníbal Anthero Martins, no. 67, 64775-27, Bonfim, Linhares, MT, 
Rua Anníbal Vieira Rabayolli, no. 46, 64511-90, Tabuazeiro, Linhares, RN, 
Rua Anestor Pedro, no. 96, 61921-82, do Moscoso, Linhares, TO, 
Rua Anselmo Serrat, no. 61, 61698-61, Santo André, Linhares, RO, 
Praça Anníbal Anthero Martins, no. 47, 61698-61, Jucutuquara, Linhares, RN, 
Beco Antônia Servina Simplício, no. 70, 61016-95, Santo André, Linhares, PA, 
Escadaria Antípo Francisco do Nascimento, no. 69, 61016-95, Morada de Camburi, Linhares, ES, 
Travessa Ângelo Zardine, no. 45, 61016-95, Santa Martha, Linhares, DF, 
Rua Alfredo Otto Drews, no. 20, 61016-95, São Benedito, Linhares, CE, 
Rua Antônio Aleixo, no. 2, 57636-83, Morada de Camburi, Linhares, DF, 
Rua Ângelo Ripoli, no. 60, 56707-28, Solon Borges, Linhares, SC, 
Praça Anedir de Lima Corrêa, no. 23, 56707-28, Forte São João, Linhares, RN, 
Rua Angelindo Carareto, no. 59, 56707-28, Jardim Camburi, Linhares, CE, 
Rua Ângelo Ripoli, no. 70, 56707-28, Enseada do Suá, Linhares, AP, 
Rua Antenor Guimarães, no. 60, 53010-00, Caratoíra, Linhares, GO, 
Travessa Alfredo Sampaio, no. 60, 49787-40, Tabuazeiro, Linhares, TO, 
Rua Angelindo Carareto, no. 72, 49787-40, São Benedito, Linhares, RO, 
Rua Ângela Maria Cani Gama, no. 90, 49787-40, Santo André, Linhares, PB, 
Rua Antenor Guimarães, no. 89, 47246-85, Solon Borges, Linhares, PI, 
Escadaria Antenor Passos, no. 73, 47246-85, Forte São João, Linhares, AP, 
Beco Andrelino Lucas dos Santos, no. 16, 45880-42, Jardim Camburi, Linhares, RR, 
Rua Antonello Braga, no. 93, 45880-42, de Lourdes, Linhares, RR, 
Rua Antonello Braga, no. 24, 45228-62, Solon Borges, Linhares, RO, 
Praça Anníbal Anthero Martins, no. 6, 45087-22, Bela Vista, Linhares, RO, 
Rua Antonieta Tatagiba, no. 42, 45078-06, Bento Ferreira, Linhares, SE, 
Beco Andrelino Lucas dos Santos, no. 24, 45078-06, Morada de Camburi, Linhares, MT, 
Rua Anselmo Serrat, no. 77, 42184-60, Nova Palestina, Linhares, TO, 
Rua Antonieta Tatagiba, no. 21, 42184-60, Enseada do Suá, Linhares, RO, 
Escadaria Antípo Francisco do Nascimento, no. 92, 42184-60, Monte Belo, Linhares, PR, 
Escadaria Aníbal Eugênio dos Santos, no. 89, 37078-08, Redenção, Linhares, RJ, 
