Ladeira Anthero Braído, no. 12, 21389-401, Jardim Camburi, Iúna, TO, 
Escadaria Antípo Francisco do Nascimento, no. 52, 10379-870, Consolação, Iúna, CE, 
Rua Antonino Ribeiro, no. 71, 18619-779, Santa Cecília, Iúna, CE, 
Praça Anníbal Anthero Martins, no. 64, 42184-60, Jucutuquara, Iúna, CE, 
Praça Anedir de Lima Corrêa, no. 4, 45087-22, Bonfim, Iúna, CE, 
Beco Antenor Falcão, no. 72, 21740-911, do Moscoso, Iúna, CE, 
Beco Andrelino Lucas dos Santos, no. 29, 11781-841, Cruzamento, Iúna, CE, 
Beco Antônia Servina Simplício, no. 21, 19746-084, Gurigica, Iúna, CE, 
Rua Antônio Aguirre, no. 65, 26517-482, Solon Borges, Iúna, BA, 
Escadaria Antípo Francisco do Nascimento, no. 38, 25563-660, Resistência, Iúna, BA, 
Rua Ângela Roza Simonelli, no. 26, 12295-840, Fradinhos, Iúna, BA, 
Rua André Rodrigues Pedro, no. 22, 17312-479, Cruzamento, Iúna, BA, 
Escadaria Antenor Passos, no. 37, 26966-946, Resistência, Iúna, BA, 
Travessa Ângelo Zardine, no. 58, 12848-370, Maruípe, Iúna, BA, 
Rua Antonello Braga, no. 72, 17201-037, Jardim da Penha, Iúna, BA, 
Escadaria Antípo Francisco do Nascimento, no. 71, 74305-75, Santos Dumont, Iúna, BA, 
Rua André Rodrigues Pedro, no. 95, 20984-547, Morada de Camburi, Iúna, BA, 
Escadaria Antônia Pereira Paiva, no. 33, 20927-397, Horto, Iúna, BA, 
Ladeira Anthero Braído, no. 12, 78350-62, Santa Lúcia, Iúna, BA, 
Rua Antero de Almeida, no. 96, 61698-61, do Moscoso, Iúna, BA, 
Rua Antonieta Tatagiba, no. 67, 26966-946, Santa Clara, Iúna, BA, 
Rua Antônia Adami, no. 87, 20015-318, da Penha, Iúna, AP, 
Rua Alfredo Otto Drews, no. 1, 29283-962, Maruípe, Iúna, AP, 
Escadaria Antípo Francisco do Nascimento, no. 37, 16622-920, São Benedito, Iúna, AP, 
Escadaria Antenor Passos, no. 48, 94246-56, Romão, Iúna, AP, 
Rua Anníbal Vieira Rabayolli, no. 98, 26599-290, Jabour, Iúna, AP, 
Rua Antonino Ribeiro, no. 39, 11080-121, Santa Clara, Iúna, AP, 
Rua Ângelo Carão, no. 75, 53010-00, Santa Martha, Iúna, AP, 
Rua Antiocho Carneiro de Mendonça, no. 85, 29758-264, Tabuazeiro, Iúna, AP, 
Praça Anita Francisca Crystello, no. 25, 13732-267, Mata da Praia, Iúna, AM, 
Rua Antonello Braga, no. 9, 85446-84, Santos Dumont, Iúna, AM, 
Ladeira Anthero Braído, no. 27, 61698-61, Fradinhos, Iúna, AM, 
Ladeira Anthero Braído, no. 34, 28651-925, do Moscoso, Iúna, AM, 
Praça Anita Francisca Crystello, no. 82, 11089-981, Morada de Camburi, Iúna, AM, 
Rua Ângelo Zardine, no. 63, 20384-27, Santo André, Iúna, AM, 
Rua Antonello Braga, no. 21, 23871-013, Bento Ferreira, Iúna, AM, 
Rua Ângelo Carão, no. 79, 25563-660, Morada de Camburi, Iúna, AM, 
Rua Ângela Roza Simonelli, no. 25, 20137-309, Santos Dumont, Iúna, AM, 
Travessa Alfredo Sampaio, no. 21, 21313-45, Romão, Iúna, AM, 
Rua Antero de Almeida, no. 51, 19852-192, da Penha, Iúna, AM, 
Rua André Carloni, no. 44, 21837-261, Redenção, Iúna, AM, 
Ladeira Anthero Braído, no. 72, 96458-05, Caratoíra, Iúna, AL, 
Rua Ângela Roza Simonelli, no. 45, 15190-608, São Benedito, Iúna, AL, 
Travessa Alfredo Sampaio, no. 91, 16622-920, Bela Vista, Iúna, AL, 
Beco Antenor Falcão, no. 57, 22686-894, Horto, Iúna, AL, 
Beco Anísio Pereira do Nascimento, no. 43, 45087-22, Jabour, Iúna, AL, 
Praça Anníbal Anthero Martins, no. 8, 11781-841, Santa Cecília, Iúna, AL, 
Escadaria Aníbal Eugênio dos Santos, no. 8, 13732-267, Jucutuquara, Iúna, AL, 
Beco Antônia Servina Simplício, no. 40, 85446-84, Jardim Camburi, Iúna, AL, 
Rua Antônio Aleixo, no. 43, 27317-244, Horto, Iúna, AL, 
Rua Antônio Aleixo, no. 86, 15524-19, Morada de Camburi, Iúna, AL, 
Rua Antonieta Tatagiba, no. 89, 89719-80, Boa Vista, Iúna, AL, 
Beco Anísio Pereira do Nascimento, no. 35, 15055-233, São Benedito, Iúna, AL, 
Rua Alfredo Otto Drews, no. 66, 21887-073, Santa Lúcia, Iúna, AC, 
Rua Ângelo Ripoli, no. 56, 13738-284, Morada de Camburi, Iúna, AC, 
Escadaria Antônia Pereira Paiva, no. 93, 27339-739, de Lourdes, Iúna, AC, 
Rua Antônia Adami, no. 72, 16859-12, Monte Belo, Iúna, AC, 
Praça Anedir de Lima Corrêa, no. 5, 13269-477, Itararé, Iúna, AC, 
Escadaria Aníbal Eugênio dos Santos, no. 12, 92445-23, Bonfim, Iúna, AC, 
Rua Antônio Aleixo, no. 78, 20076-771, Morada de Camburi, Iúna, AC, 
Praça Anníbal Anthero Martins, no. 39, 20480-757, Santa Clara, Iúna, AC, 
Beco Antenor Falcão, no. 28, 19792-284, Cruzamento, Iúna, AC, 
Rua André Carloni, no. 49, 12295-840, Gurigica, Iúna, AC, 
Rua Alfredo Sampaio, no. 67, 33427-83, Santa Tereza, Iúna, AC, 
Praça Anedir de Lima Corrêa, no. 45, 13269-477, Santa Clara, Iúna, AC, 
Rua Antônio Aguirre, no. 86, 64511-90, Caratoíra, Iúna, AC, 
Rua Antônio Aleixo, no. 91, 21289-952, Forte São João, Jacaraípe, TO, 
Praça Anníbal Anthero Martins, no. 55, 17942-180, Consolação, Jacaraípe, TO, 
Rua Ângelo Carão, no. 97, 20342-043, Gurigica, Jacaraípe, TO, 
Rua Antonello Braga, no. 62, 23993-564, Romão, Jacaraípe, TO, 
Rua Antonieta Tatagiba, no. 9, 26114-015, São Cristóvão, Jacaraípe, TO, 
Rua Alfredo Sampaio, no. 76, 26966-946, Santa Tereza, Jacaraípe, TO, 
Rua Ângelo Ripoli, no. 100, 29206-692, Centro, Jacaraípe, TO, 
Rua Ângelo Zardine, no. 47, 86628-71, Santa Tereza, Jacaraípe, TO, 
Rua Anselmo Serrat, no. 78, 24234-034, Santa Martha, Jacaraípe, TO, 
Rua Ângelo Carão, no. 92, 13142-148, Resistência, Jacaraípe, TO, 
Rua Antero de Almeida, no. 92, 14848-905, Resistência, Jacaraípe, TO, 
Rua Ângelo Carão, no. 74, 10379-870, Bento Ferreira, Jacaraípe, TO, 
Rua André Carloni, no. 59, 11554-157, São Cristóvão, Jacaraípe, SP, 
Escadaria Antônia Pereira Paiva, no. 96, 96458-05, Resistência, Jacaraípe, SP, 
Escadaria Antípo Francisco do Nascimento, no. 18, 22675-216, Nova Palestina, Jacaraípe, SP, 
Escadaria Anselmo Serrat, no. 76, 28860-733, Cruzamento, Jacaraípe, SP, 
Beco Antenor Falcão, no. 51, 22868-86, Santa Cecília, Jacaraípe, SP, 
Rua Antero de Almeida, no. 83, 22808-269, Jardim da Penha, Jacaraípe, SP, 
Praça Anita Francisca Crystello, no. 26, 11748-881, Andorinhas, Jacaraípe, SP, 
Beco Antônia Servina Simplício, no. 15, 45078-06, Bonfim, Jacaraípe, SP, 
Rua Antiocho Carneiro de Mendonça, no. 21, 64775-27, Resistência, Jacaraípe, SP, 
Praça Anníbal Anthero Martins, no. 53, 19852-192, Jabour, Jacaraípe, SP, 
Praça Anníbal Anthero Martins, no. 7, 89719-80, Jardim Camburi, Jacaraípe, SP, 
Escadaria Antenor Passos, no. 58, 15524-19, Santa Cecília, Jacaraípe, SP, 
Rua André Carloni, no. 93, 33427-83, Maruípe, Jacaraípe, SP, 
Rua Antiocho Carneiro de Mendonça, no. 79, 45880-42, Horto, Jacaraípe, SP, 
Escadaria Aníbal Eugênio dos Santos, no. 20, 47246-85, Romão, Jacaraípe, SE, 
Rua Antonieta Tatagiba, no. 40, 27095-68, Resistência, Jacaraípe, SE, 
Rua Ângelo Ripoli, no. 7, 11748-881, Jardim Camburi, Jacaraípe, SE, 
Rua André Rodrigues Pedro, no. 13, 69451-97, Romão, Jacaraípe, SE, 
Rua Ângelo Carão, no. 68, 25622-616, Consolação, Jacaraípe, SC, 
Rua Ângela Roza Simonelli, no. 77, 11748-881, Boa Vista, Jacaraípe, SC, 
Rua Antário Alexandre Theodoro Filho, no. 18, 64511-90, Jabour, Jacaraípe, SC, 
Rua Antenor Guimarães, no. 37, 22795-98, Bento Ferreira, Jacaraípe, SC, 
Rua Ângelo Carão, no. 31, 23518-318, Santa Lúcia, Jacaraípe, SC, 
Rua Antônio Aleixo, no. 54, 80349-64, Maruípe, Jacaraípe, SC, 
Travessa Alfredo Sampaio, no. 56, 25344-409, Consolação, Jacaraípe, SC, 
Rua Antenor Guimarães, no. 13, 47246-85, Bonfim, Jacaraípe, SC, 
Rua Antonello Braga, no. 43, 56140-70, Santo André, Jacaraípe, SC, 
Rua Antário Alexandre Theodoro Filho, no. 5, 25549-312, Santa Cecília, Jacaraípe, SC, 
Rua Anselmo Serrat, no. 5, 28118-830, Enseada do Suá, Jacaraípe, SC, 
Rua Antonello Braga, no. 16, 38478-26, Enseada do Suá, Jacaraípe, SC, 
Beco Anísio Pereira do Nascimento, no. 13, 27914-722, Gurigica, Jacaraípe, RS, 
Rua Antonino Ribeiro, no. 55, 10230-224, Jucutuquara, Jacaraípe, RS, 
Rua Anestor Pedro, no. 50, 11354-209, Bela Vista, Jacaraípe, RS, 
Beco Antônia Servina Simplício, no. 78, 13738-284, Resistência, Jacaraípe, RS, 
Praça Anedir de Lima Corrêa, no. 74, 26517-482, Mata da Praia, Jacaraípe, RS, 
Rua Antonello Braga, no. 10, 24234-034, Santa Martha, Jacaraípe, RS, 
Escadaria Aníbal Eugênio dos Santos, no. 7, 21389-401, Forte São João, Jacaraípe, RS, 
Escadaria Anselmo Serrat, no. 58, 10305-071, Itararé, Jacaraípe, RS, 
Rua Antônia Adami, no. 42, 22686-894, Santa Martha, Jacaraípe, RS, 
Beco Anísio Pereira do Nascimento, no. 54, 21837-261, Andorinhas, Jacaraípe, RS, 
Rua Antonieta Tatagiba, no. 28, 29758-264, Monte Belo, Jacaraípe, RS, 
Beco Anna Anastácia Cirilo, no. 92, 21862-549, Bento Ferreira, Jacaraípe, RS, 
Rua Anestor Pedro, no. 78, 61698-61, da Penha, Jacaraípe, RS, 
Rua Antário Alexandre Theodoro Filho, no. 31, 20137-309, Resistência, Jacaraípe, RR, 
Rua Ângelo Zardine, no. 59, 20660-290, de Lourdes, Jacaraípe, RR, 
Rua Ângelo Carão, no. 54, 61921-82, Fradinhos, Jacaraípe, RR, 
Rua Ângela Maria Cani Gama, no. 22, 32237-66, Gurigica, Jacaraípe, RR, 
Praça Anníbal Anthero Martins, no. 94, 21258-934, Solon Borges, Jacaraípe, RR, 
Escadaria Aníbal Eugênio dos Santos, no. 31, 13269-477, do Moscoso, Jacaraípe, RR, 
Rua André Rodrigues Pedro, no. 50, 23559-759, Santa Martha, Jacaraípe, RR, 
Beco Antenor Falcão, no. 59, 80349-64, Centro, Jacaraípe, RR, 
Rua Angelindo Carareto, no. 7, 29206-692, Caratoíra, Jacaraípe, RR, 
Travessa Ângelo Zardine, no. 92, 76058-83, Caratoíra, Jacaraípe, RR, 
Rua Ângelo Carão, no. 14, 11748-881, Santa Tereza, Jacaraípe, RR, 
Rua Antário Alexandre Theodoro Filho, no. 19, 76058-83, Itararé, Jacaraípe, RO, 
Rua Anselmo Serrat, no. 5, 77758-93, Morada de Camburi, Jacaraípe, RO, 
Rua Ângelo Ripoli, no. 71, 28630-150, Solon Borges, Jacaraípe, RO, 
Rua Anníbal Vieira Rabayolli, no. 11, 18157-141, Caratoíra, Jacaraípe, RO, 
Avenida Anísio Fernandes Coelho, no. 21, 77758-93, Jardim da Penha, Jacaraípe, RO, 
Beco Andrelino Lucas dos Santos, no. 36, 28860-733, São Pedro, Jacaraípe, RO, 
Travessa Alfredo Sampaio, no. 39, 25901-087, Forte São João, Jacaraípe, RO, 
Rua Anníbal Vieira Rabayolli, no. 11, 13269-477, Maruípe, Jacaraípe, RO, 
Rua Anita Giovanoti, no. 58, 21862-549, Forte São João, Jacaraípe, RO, 
Rua Ângelo Carão, no. 69, 20384-27, São Cristóvão, Jacaraípe, RO, 
Praça Anita Francisca Crystello, no. 73, 22686-894, Morada de Camburi, Jacaraípe, RO, 
Escadaria Antenor Passos, no. 73, 15984-711, Santos Dumont, Jacaraípe, RO, 
Escadaria Andrelino Pereira, no. 62, 42184-60, Nova Palestina, Jacaraípe, RO, 
Escadaria Antenor Passos, no. 96, 13142-148, Santa Tereza, Jacaraípe, RN, 
Rua Ângela Maria Cani Gama, no. 33, 22662-626, São Benedito, Jacaraípe, RN, 
Escadaria Anselmo Serrat, no. 36, 90211-92, Cruzamento, Jacaraípe, RN, 
Escadaria Antenor Passos, no. 36, 26294-773, Monte Belo, Jacaraípe, RN, 
Escadaria Antônia Pereira Paiva, no. 61, 24278-380, Centro, Jacaraípe, RN, 
Rua Antonello Braga, no. 71, 19232-923, Jucutuquara, Jacaraípe, RN, 
Rua André Rodrigues Pedro, no. 84, 28118-830, Resistência, Jacaraípe, RN, 
Travessa Alfredo Sampaio, no. 72, 21289-952, da Penha, Jacaraípe, RN, 
Rua Ângela Maria Cani Gama, no. 63, 45078-06, Gurigica, Jacaraípe, RN, 
Escadaria Anselmo Serrat, no. 56, 78350-62, Jucutuquara, Jacaraípe, RN, 
Escadaria Anselmo Serrat, no. 87, 27914-722, de Lourdes, Jacaraípe, RN, 
Rua Alfredo Sampaio, no. 100, 20342-043, Santa Clara, Jacaraípe, RN, 
Rua Anestor Pedro, no. 17, 25622-616, Bonfim, Jacaraípe, RN, 
Praça Anita Francisca Crystello, no. 74, 13419-564, Gurigica, Jacaraípe, RN, 
Beco Antônia Servina Simplício, no. 94, 25901-087, Cruzamento, Jacaraípe, RN, 
Beco Anna Anastácia Cirilo, no. 6, 18157-141, Santa Martha, Jacaraípe, RN, 
Rua Alfredo Otto Drews, no. 25, 11077-088, Redenção, Jacaraípe, RN, 
Escadaria Anselmo Serrat, no. 49, 21289-952, Andorinhas, Jacaraípe, RN, 
Rua André Rodrigues Pedro, no. 14, 69451-97, Santa Cecília, Jacaraípe, RN, 
Beco Anísio Pereira do Nascimento, no. 68, 56140-70, Cruzamento, Jacaraípe, RN, 
Rua Ângelo Ripoli, no. 95, 27290-208, Morada de Camburi, Jacaraípe, RJ, 
Rua André Rodrigues Pedro, no. 69, 22868-86, de Lourdes, Jacaraípe, RJ, 
Praça Anníbal Anthero Martins, no. 4, 12860-477, Resistência, Jacaraípe, RJ, 
Rua Antonieta Tatagiba, no. 80, 29206-692, Jabour, Jacaraípe, RJ, 
Rua Antônia Adami, no. 37, 15462-821, Santa Martha, Jacaraípe, RJ, 
Rua Antiocho Carneiro de Mendonça, no. 19, 94246-56, Fradinhos, Jacaraípe, RJ, 
Escadaria Andrelino Pereira, no. 97, 11354-209, São Benedito, Jacaraípe, RJ, 
Travessa Alfredo Sampaio, no. 62, 15864-261, Bonfim, Jacaraípe, RJ, 
Beco Anna Anastácia Cirilo, no. 85, 17201-037, Enseada do Suá, Jacaraípe, RJ, 
Escadaria Antônia Pereira Paiva, no. 81, 22954-402, Santa Clara, Jacaraípe, RJ, 
Beco Antônia Servina Simplício, no. 98, 13269-477, Praia do Suá, Jacaraípe, RJ, 
Rua Anita Giovanoti, no. 71, 28044-574, São Benedito, Jacaraípe, RJ, 
Escadaria Andrelino Pereira, no. 79, 22868-86, Mata da Praia, Jacaraípe, RJ, 
Rua Anita Giovanoti, no. 53, 25839-904, Caratoíra, Jacaraípe, RJ, 
Rua Anníbal Vieira Rabayolli, no. 78, 21258-934, Santa Lúcia, Jacaraípe, RJ, 
Beco Andrelino Lucas dos Santos, no. 54, 65099-74, Tabuazeiro, Jacaraípe, RJ, 
Rua Anita Giovanoti, no. 54, 61921-82, Santa Cecília, Jacaraípe, PR, 
Rua André Rodrigues Pedro, no. 49, 28073-313, Mata da Praia, Jacaraípe, PR, 
Beco Anna Anastácia Cirilo, no. 80, 25563-660, do Moscoso, Jacaraípe, PR, 
Rua Ângela Roza Simonelli, no. 85, 22686-894, Maria Ortiz, Jacaraípe, PR, 
Rua Anita Giovanoti, no. 46, 15524-19, Santa Martha, Jacaraípe, PR, 
Rua André Carloni, no. 65, 84793-67, Jucutuquara, Jacaraípe, PR, 
Rua Antero de Almeida, no. 49, 65099-74, Bonfim, Jacaraípe, PR, 
Rua Antônia Adami, no. 20, 27914-722, Cruzamento, Jacaraípe, PR, 
Rua Antenor Guimarães, no. 97, 53010-00, Jardim Camburi, Jacaraípe, PR, 
Rua Ângelo Carão, no. 21, 15524-19, Forte São João, Jacaraípe, PR, 
Rua Antário Alexandre Theodoro Filho, no. 28, 21289-952, Santa Martha, Jacaraípe, PR, 
Rua Anita Giovanoti, no. 20, 14802-906, Gurigica, Jacaraípe, PR, 
Rua Angelindo Carareto, no. 86, 77758-93, Praia do Suá, Jacaraípe, PR, 
Rua Antiocho Carneiro de Mendonça, no. 45, 16467-777, Consolação, Jacaraípe, PR, 
Rua Antenor Guimarães, no. 85, 11354-209, Fradinhos, Jacaraípe, PR, 
Rua Ângelo Carão, no. 21, 11748-881, Redenção, Jacaraípe, PR, 
Rua Antônio Aleixo, no. 15, 24392-033, Centro, Jacaraípe, PR, 
Rua Antônia Adami, no. 33, 15984-711, Santa Clara, Jacaraípe, PI, 
Rua Alfredo Otto Drews, no. 63, 12666-833, Santa Tereza, Jacaraípe, PI, 
Beco Antônia Servina Simplício, no. 81, 36867-68, Solon Borges, Jacaraípe, PI, 
Beco Antônia Servina Simplício, no. 93, 20076-771, Santa Clara, Jacaraípe, PI, 
Escadaria Antípo Francisco do Nascimento, no. 32, 10417-276, Monte Belo, Jacaraípe, PI, 
Beco Anna Anastácia Cirilo, no. 68, 33577-62, Romão, Jacaraípe, PI, 
Rua Angelindo Carareto, no. 93, 27317-244, Fradinhos, Jacaraípe, PI, 
Beco Antônia Servina Simplício, no. 67, 23095-883, Jucutuquara, Jacaraípe, PI, 
Rua Anníbal Vieira Rabayolli, no. 2, 65099-74, Maruípe, Jacaraípe, PI, 
Beco Andrelino Lucas dos Santos, no. 4, 61921-82, São Cristóvão, Jacaraípe, PI, 
Rua Anita Giovanoti, no. 24, 10918-278, Forte São João, Jacaraípe, PI, 
Rua Ângelo Ripoli, no. 73, 11842-030, Santa Tereza, Jacaraípe, PI, 
Travessa Ângelo Zardine, no. 50, 12848-370, Santa Lúcia, Jacaraípe, PE, 
Beco Andrelino Lucas dos Santos, no. 12, 32659-06, Redenção, Jacaraípe, PE, 
Praça Anníbal Anthero Martins, no. 85, 25358-919, Morada de Camburi, Jacaraípe, PE, 
Escadaria Aníbal Eugênio dos Santos, no. 64, 20995-760, da Penha, Jacaraípe, PE, 
Praça Anita Francisca Crystello, no. 57, 27352-808, Fradinhos, Jacaraípe, PE, 
Escadaria Aníbal Eugênio dos Santos, no. 97, 16922-031, Gurigica, Jacaraípe, PE, 
Rua Antonino Ribeiro, no. 58, 74354-25, do Moscoso, Jacaraípe, PE, 
Escadaria Aníbal Eugênio dos Santos, no. 48, 10587-011, Andorinhas, Jacaraípe, PE, 
Rua Ângela Roza Simonelli, no. 70, 64775-27, Maria Ortiz, Jacaraípe, PE, 
Rua Antonieta Tatagiba, no. 97, 17794-147, do Moscoso, Jacaraípe, PE, 
Beco Anna Anastácia Cirilo, no. 65, 15055-233, Santa Cecília, Jacaraípe, PE, 
Praça Anníbal Anthero Martins, no. 97, 25563-660, Resistência, Jacaraípe, PB, 
Rua Ângela Roza Simonelli, no. 57, 28651-925, Santa Clara, Jacaraípe, PB, 
Escadaria Aníbal Eugênio dos Santos, no. 100, 33577-62, da Penha, Jacaraípe, PB, 
Rua Antário Alexandre Theodoro Filho, no. 10, 64511-90, Santos Dumont, Jacaraípe, PB, 
Escadaria Antípo Francisco do Nascimento, no. 35, 29202-144, Maruípe, Jacaraípe, PB, 
Escadaria Antenor Passos, no. 34, 20566-253, Enseada do Suá, Jacaraípe, PB, 
Rua Ângelo Ripoli, no. 39, 28044-574, Resistência, Jacaraípe, PB, 
Rua André Rodrigues Pedro, no. 60, 10587-011, Maruípe, Jacaraípe, PB, 
Rua Ângelo Carão, no. 8, 12245-969, Bento Ferreira, Jacaraípe, PB, 
Rua Anselmo Serrat, no. 44, 74354-25, da Penha, Jacaraípe, PB, 
Escadaria Anselmo Serrat, no. 2, 29328-949, Bento Ferreira, Jacaraípe, PB, 
Travessa Ângelo Zardine, no. 96, 23871-013, Santa Clara, Jacaraípe, PB, 
Ladeira Anthero Braído, no. 64, 20878-686, Romão, Jacaraípe, PB, 
Rua André Carloni, no. 49, 65099-74, Redenção, Jacaraípe, PB, 
Rua Anita Giovanoti, no. 81, 32237-66, Santa Lúcia, Jacaraípe, PB, 
Rua André Carloni, no. 64, 32237-66, Jardim da Penha, Jacaraípe, PB, 
Rua Antário Alexandre Theodoro Filho, no. 75, 27095-68, Jardim da Penha, Jacaraípe, PB, 
Travessa Alfredo Sampaio, no. 66, 20877-079, Horto, Jacaraípe, PB, 
Rua Angelindo Carareto, no. 17, 36073-18, Resistência, Jacaraípe, PB, 
Praça Anedir de Lima Corrêa, no. 89, 26536-082, Forte São João, Jacaraípe, PB, 
Rua André Carloni, no. 7, 76058-83, Fradinhos, Jacaraípe, PB, 
Rua Ângelo Ripoli, no. 2, 74354-25, Bonfim, Jacaraípe, PB, 
Rua Antonino Ribeiro, no. 80, 26416-769, Maruípe, Jacaraípe, PB, 
Rua Antiocho Carneiro de Mendonça, no. 77, 22954-402, Santa Tereza, Jacaraípe, PB, 
Beco Anna Anastácia Cirilo, no. 17, 56140-70, do Moscoso, Jacaraípe, PB, 
Rua Antero de Almeida, no. 93, 24392-033, Santa Cecília, Jacaraípe, PA, 
Rua Antonieta Tatagiba, no. 22, 29328-949, Bonfim, Jacaraípe, PA, 
Rua Antonello Braga, no. 6, 28118-830, Jabour, Jacaraípe, PA, 
Rua André Rodrigues Pedro, no. 83, 10068-610, Jabour, Jacaraípe, PA, 
Rua Ângela Roza Simonelli, no. 82, 22954-402, Praia do Suá, Jacaraípe, PA, 
Beco Antônia Servina Simplício, no. 29, 47246-85, Boa Vista, Jacaraípe, PA, 
Rua Antônio Aguirre, no. 35, 22954-402, Resistência, Jacaraípe, PA, 
Rua Anselmo Serrat, no. 77, 77696-03, Nova Palestina, Jacaraípe, PA, 
Rua Ângelo Ripoli, no. 73, 18288-033, Santa Martha, Jacaraípe, PA, 
Rua Ângelo Ripoli, no. 100, 18288-033, Fradinhos, Jacaraípe, PA, 
Beco Antenor Falcão, no. 45, 15190-608, Cruzamento, Jacaraípe, PA, 
Beco Andrelino Lucas dos Santos, no. 68, 23993-564, Gurigica, Jacaraípe, PA, 
Rua Antonino Ribeiro, no. 56, 45087-22, Cruzamento, Jacaraípe, PA, 
Rua Antário Alexandre Theodoro Filho, no. 90, 11089-981, Resistência, Jacaraípe, PA, 
Rua Anselmo Serrat, no. 14, 16720-576, de Lourdes, Jacaraípe, MT, 
Travessa Alfredo Sampaio, no. 12, 19819-223, Santa Tereza, Jacaraípe, MT, 
Beco Antenor Falcão, no. 16, 29206-692, Monte Belo, Jacaraípe, MT, 
Escadaria Aníbal Eugênio dos Santos, no. 38, 16859-12, Jardim da Penha, Jacaraípe, MT, 
Rua Antônia Adami, no. 1, 56140-70, Praia do Suá, Jacaraípe, MT, 
Escadaria Antônia Pereira Paiva, no. 46, 36867-68, Santo André, Jacaraípe, MT, 
Rua Antário Alexandre Theodoro Filho, no. 3, 19819-223, de Lourdes, Jacaraípe, MT, 
Rua André Rodrigues Pedro, no. 92, 92445-23, Gurigica, Jacaraípe, MT, 
Beco Antônia Servina Simplício, no. 78, 26294-773, Mata da Praia, Jacaraípe, MT, 
Rua Alfredo Otto Drews, no. 19, 23518-318, Bento Ferreira, Jacaraípe, MT, 
Rua André Carloni, no. 33, 17794-147, Morada de Camburi, Jacaraípe, MT, 
Rua André Rodrigues Pedro, no. 22, 13419-564, Jucutuquara, Jacaraípe, MT, 
Beco Andrelino Lucas dos Santos, no. 45, 11198-111, Fradinhos, Jacaraípe, MT, 
Escadaria Antenor Passos, no. 5, 18288-033, Jucutuquara, Jacaraípe, MS, 
Escadaria Antônia Pereira Paiva, no. 54, 23871-013, Santa Lúcia, Jacaraípe, MS, 
Escadaria Antípo Francisco do Nascimento, no. 8, 45228-62, Maruípe, Jacaraípe, MS, 
Escadaria Antípo Francisco do Nascimento, no. 68, 23559-759, Cruzamento, Jacaraípe, MS, 
Rua Antonello Braga, no. 16, 20995-760, Bela Vista, Jacaraípe, MS, 
Rua Antonello Braga, no. 14, 19792-284, Bonfim, Jacaraípe, MS, 
Rua Antônia Adami, no. 56, 21837-261, Boa Vista, Jacaraípe, MS, 
Rua Anita Giovanoti, no. 77, 64511-90, Maria Ortiz, Jacaraípe, MS, 
Escadaria Andrelino Pereira, no. 41, 11198-111, do Moscoso, Jacaraípe, MS, 
Rua Antenor Guimarães, no. 42, 45584-82, Bento Ferreira, Jacaraípe, MS, 
Travessa Ângelo Zardine, no. 31, 42184-60, Santos Dumont, Jacaraípe, MS, 
Rua Ângelo Ripoli, no. 70, 10068-610, Jardim da Penha, Jacaraípe, MG, 
Praça Anita Francisca Crystello, no. 83, 94246-56, Nova Palestina, Jacaraípe, MG, 
