Ladeira Anthero Braído, no. 12, 21389-401, Jardim Camburi, Iúna, TO, 
Escadaria Antípo Francisco do Nascimento, no. 62, 10918-278, Santa Martha, Jacaraípe, AM, 
Rua Antero de Almeida, no. 86, 13142-148, Resistência, Jacaraípe, GO, 
Rua Antário Alexandre Theodoro Filho, no. 4, 23662-904, Centro, Jacaraípe, GO, 
Travessa Alfredo Sampaio, no. 39, 25901-087, Forte São João, Jacaraípe, RO, 
Rua Ângelo Ripoli, no. 73, 11842-030, Santa Tereza, Jacaraípe, PI, 
Rua Angelindo Carareto, no. 17, 36073-18, Resistência, Jacaraípe, PB, 
Rua Antonello Braga, no. 6, 28118-830, Jabour, Jacaraípe, PA, 
Rua Anselmo Serrat, no. 44, 74354-25, da Penha, Jacaraípe, PB, 
Rua Antero de Almeida, no. 83, 22808-269, Jardim da Penha, Jacaraípe, SP, 
Rua Ângela Roza Simonelli, no. 57, 28651-925, Santa Clara, Jacaraípe, PB, 
Rua Anita Giovanoti, no. 81, 32237-66, Santa Lúcia, Jacaraípe, PB, 
Escadaria Anselmo Serrat, no. 2, 29328-949, Bento Ferreira, Jacaraípe, PB, 
Escadaria Aníbal Eugênio dos Santos, no. 38, 16859-12, Jardim da Penha, Jacaraípe, MT, 
Rua Anestor Pedro, no. 57, 25622-616, Jucutuquara, Jacaraípe, GO, 
Rua Antário Alexandre Theodoro Filho, no. 19, 76058-83, Itararé, Jacaraípe, RO, 
Rua Ângelo Carão, no. 68, 25622-616, Consolação, Jacaraípe, SC, 
Rua Ângelo Ripoli, no. 7, 11748-881, Jardim Camburi, Jacaraípe, SE, 
Beco Antônia Servina Simplício, no. 84, 11320-873, São Benedito, Jacaraípe, AM, 
Avenida Anísio Fernandes Coelho, no. 35, 14616-760, São Cristóvão, Jacaraípe, ES, 
Rua Antenor Guimarães, no. 37, 22795-98, Bento Ferreira, Jacaraípe, SC, 
Rua Anníbal Vieira Rabayolli, no. 74, 12295-840, Boa Vista, Jacaraípe, ES, 
Praça Anita Francisca Crystello, no. 83, 94246-56, Nova Palestina, Jacaraípe, MG, 
Rua Antonino Ribeiro, no. 56, 45087-22, Cruzamento, Jacaraípe, PA, 
Rua André Rodrigues Pedro, no. 60, 10587-011, Maruípe, Jacaraípe, PB, 
Escadaria Anselmo Serrat, no. 56, 78350-62, Jucutuquara, Jacaraípe, RN, 
Rua Anita Giovanoti, no. 20, 14802-906, Gurigica, Jacaraípe, PR, 
Beco Anísio Pereira do Nascimento, no. 19, 22686-894, Maruípe, Jacaraípe, ES, 
Rua Ângelo Carão, no. 21, 15524-19, Forte São João, Jacaraípe, PR, 
Escadaria Antípo Francisco do Nascimento, no. 35, 29202-144, Maruípe, Jacaraípe, PB, 
Beco Antenor Falcão, no. 12, 74305-75, Santo André, Jacaraípe, AL, 
Rua Antário Alexandre Theodoro Filho, no. 75, 27095-68, Jardim da Penha, Jacaraípe, PB, 
Beco Anna Anastácia Cirilo, no. 85, 17201-037, Enseada do Suá, Jacaraípe, RJ, 
Escadaria Antônia Pereira Paiva, no. 81, 22954-402, Santa Clara, Jacaraípe, RJ, 
Rua Antário Alexandre Theodoro Filho, no. 5, 25549-312, Santa Cecília, Jacaraípe, SC, 
Travessa Alfredo Sampaio, no. 66, 20877-079, Horto, Jacaraípe, PB, 
Rua Ângelo Carão, no. 14, 11748-881, Santa Tereza, Jacaraípe, RR, 
Rua Alfredo Otto Drews, no. 35, 19030-352, Jardim da Penha, Jacaraípe, AL, 
Rua Ângela Maria Cani Gama, no. 33, 22662-626, São Benedito, Jacaraípe, RN, 
Rua Antário Alexandre Theodoro Filho, no. 5, 20480-757, Morada de Camburi, Jacaraípe, AL, 
Rua Antero de Almeida, no. 43, 27290-208, da Penha, Jacaraípe, AL, 
Rua Antiocho Carneiro de Mendonça, no. 77, 22954-402, Santa Tereza, Jacaraípe, PB, 
Rua Anselmo Serrat, no. 5, 28118-830, Enseada do Suá, Jacaraípe, SC, 
Praça Anedir de Lima Corrêa, no. 82, 10068-610, Gurigica, Jacaraípe, AL, 
Avenida Anísio Fernandes Coelho, no. 68, 19819-223, Resistência, Jacaraípe, AL, 
Beco Andrelino Lucas dos Santos, no. 54, 65099-74, Tabuazeiro, Jacaraípe, RJ, 
Escadaria Antípo Francisco do Nascimento, no. 61, 19746-084, Bento Ferreira, Jacaraípe, ES, 
Escadaria Antípo Francisco do Nascimento, no. 3, 19819-223, Maria Ortiz, Jacaraípe, AL, 
Rua Antônio Aguirre, no. 42, 29758-264, da Penha, Jacaraípe, MA, 
Rua Anníbal Vieira Rabayolli, no. 11, 13269-477, Maruípe, Jacaraípe, RO, 
Avenida Anísio Fernandes Coelho, no. 21, 77758-93, Jardim da Penha, Jacaraípe, RO, 
Rua Anselmo Serrat, no. 4, 94246-56, Enseada do Suá, Jacaraípe, AL, 
Escadaria Antípo Francisco do Nascimento, no. 25, 27914-722, Santa Lúcia, Jacaraípe, AL, 
Rua Antonino Ribeiro, no. 94, 69326-63, São Cristóvão, Jacaraípe, AL, 
Beco Anna Anastácia Cirilo, no. 92, 21862-549, Bento Ferreira, Jacaraípe, RS, 
Rua Ângelo Carão, no. 8, 12245-969, Bento Ferreira, Jacaraípe, PB, 
Rua Antenor Guimarães, no. 13, 47246-85, Bonfim, Jacaraípe, SC, 
Rua Anita Giovanoti, no. 46, 15524-19, Santa Martha, Jacaraípe, PR, 
Escadaria Andrelino Pereira, no. 73, 25549-312, Santa Clara, Jacaraípe, MG, 
Escadaria Anselmo Serrat, no. 58, 10305-071, Itararé, Jacaraípe, RS, 
Praça Anníbal Anthero Martins, no. 4, 12860-477, Resistência, Jacaraípe, RJ, 
Rua Antário Alexandre Theodoro Filho, no. 90, 11089-981, Resistência, Jacaraípe, PA, 
Rua André Rodrigues Pedro, no. 24, 21837-261, Santa Martha, Jacaraípe, AL, 
Rua Angelindo Carareto, no. 93, 27317-244, Fradinhos, Jacaraípe, PI, 
Travessa Ângelo Zardine, no. 96, 23871-013, Santa Clara, Jacaraípe, PB, 
Escadaria Antônia Pereira Paiva, no. 46, 36867-68, Santo André, Jacaraípe, MT, 
Escadaria Antípo Francisco do Nascimento, no. 50, 22675-216, Enseada do Suá, Jacaraípe, MG, 
Rua Antário Alexandre Theodoro Filho, no. 31, 20137-309, Resistência, Jacaraípe, RR, 
Beco Antônia Servina Simplício, no. 74, 23095-883, Redenção, Jacaraípe, ES, 
Rua Ângelo Ripoli, no. 39, 28044-574, Resistência, Jacaraípe, PB, 
Rua André Rodrigues Pedro, no. 13, 69451-97, Romão, Jacaraípe, SE, 
Rua Anita Giovanoti, no. 58, 21862-549, Forte São João, Jacaraípe, RO, 
Rua Ângelo Zardine, no. 61, 22868-86, do Moscoso, Jacaraípe, AC, 
Rua André Rodrigues Pedro, no. 61, 18619-779, de Lourdes, Jacaraípe, AC, 
Escadaria Anselmo Serrat, no. 97, 56140-70, Santa Lúcia, Jacaraípe, AC, 
Beco Antônia Servina Simplício, no. 67, 23095-883, Jucutuquara, Jacaraípe, PI, 
Beco Antenor Falcão, no. 45, 15190-608, Cruzamento, Jacaraípe, PA, 
Rua Ângelo Ripoli, no. 100, 18288-033, Fradinhos, Jacaraípe, PA, 
Beco Andrelino Lucas dos Santos, no. 42, 29758-264, Maruípe, Jacaraípe, AC, 
Rua Antônio Aleixo, no. 59, 17744-506, Resistência, Jacaraípe, AC, 
Escadaria Andrelino Pereira, no. 79, 22868-86, Mata da Praia, Jacaraípe, RJ, 
Rua Anselmo Serrat, no. 100, 11781-841, Centro, Jacaraípe, ES, 
Rua Antônio Aguirre, no. 87, 20342-043, Santa Tereza, Jacaraípe, AC, 
Rua Anníbal Vieira Rabayolli, no. 88, 15524-19, Centro, Jacaraípe, MG, 
Rua Alfredo Sampaio, no. 50, 23886-91, Andorinhas, Jacaraípe, ES, 
Travessa Ângelo Zardine, no. 13, 15055-233, Cruzamento, Jacaraípe, MG, 
Rua Ângela Maria Cani Gama, no. 87, 26671-700, Santa Clara, Jacaraípe, MG, 
Rua Antonieta Tatagiba, no. 22, 29328-949, Bonfim, Jacaraípe, PA, 
Beco Anna Anastácia Cirilo, no. 17, 56140-70, do Moscoso, Jacaraípe, PB, 
Rua André Carloni, no. 59, 11554-157, São Cristóvão, Jacaraípe, SP, 
Escadaria Antenor Passos, no. 73, 15984-711, Santos Dumont, Jacaraípe, RO, 
Rua Antiocho Carneiro de Mendonça, no. 87, 25622-616, Monte Belo, Jacaraípe, ES, 
Rua Antiocho Carneiro de Mendonça, no. 21, 64775-27, Resistência, Jacaraípe, SP, 
Rua Anselmo Serrat, no. 5, 77758-93, Morada de Camburi, Jacaraípe, RO, 
Escadaria Antenor Passos, no. 34, 20566-253, Enseada do Suá, Jacaraípe, PB, 
Rua Ângelo Ripoli, no. 71, 28630-150, Solon Borges, Jacaraípe, RO, 
Praça Anita Francisca Crystello, no. 22, 65099-74, Boa Vista, Jacaraípe, AC, 
Praça Anedir de Lima Corrêa, no. 89, 26536-082, Forte São João, Jacaraípe, PB, 
Rua André Carloni, no. 7, 76058-83, Fradinhos, Jacaraípe, PB, 
Praça Anníbal Anthero Martins, no. 97, 25563-660, Resistência, Jacaraípe, PB, 
Rua Ângela Roza Simonelli, no. 82, 22954-402, Praia do Suá, Jacaraípe, PA, 
Rua Ângela Maria Cani Gama, no. 63, 45078-06, Gurigica, Jacaraípe, RN, 
Praça Anedir de Lima Corrêa, no. 83, 11089-981, Mata da Praia, Jacaraípe, AC, 
Praça Anita Francisca Crystello, no. 26, 11748-881, Andorinhas, Jacaraípe, SP, 
Travessa Alfredo Sampaio, no. 62, 15864-261, Bonfim, Jacaraípe, RJ, 
Rua Anníbal Vieira Rabayolli, no. 98, 18119-414, Boa Vista, Jacaraípe, ES, 
Escadaria Antenor Passos, no. 96, 13142-148, Santa Tereza, Jacaraípe, RN, 
Rua Antário Alexandre Theodoro Filho, no. 28, 21289-952, Santa Martha, Jacaraípe, PR, 
Rua Ângelo Carão, no. 69, 20384-27, São Cristóvão, Jacaraípe, RO, 
Rua Antiocho Carneiro de Mendonça, no. 19, 94246-56, Fradinhos, Jacaraípe, RJ, 
Rua Antiocho Carneiro de Mendonça, no. 79, 45880-42, Horto, Jacaraípe, SP, 
Travessa Alfredo Sampaio, no. 60, 21740-911, Tabuazeiro, Jacaraípe, AC, 
Rua Alfredo Sampaio, no. 48, 12394-099, Cruzamento, Jacaraípe, ES, 
Rua Angelindo Carareto, no. 13, 27914-722, Boa Vista, Jacaraípe, ES, 
Escadaria Aníbal Eugênio dos Santos, no. 100, 33577-62, da Penha, Jacaraípe, PB, 
Rua Antonello Braga, no. 16, 38478-26, Enseada do Suá, Jacaraípe, SC, 
Escadaria Anselmo Serrat, no. 36, 90211-92, Cruzamento, Jacaraípe, RN, 
Rua Ângela Roza Simonelli, no. 82, 16922-031, Maruípe, Linhares, SE, 
Rua Anselmo Serrat, no. 41, 22808-269, Jardim Camburi, Linhares, AP, 
Rua Ângelo Ripoli, no. 21, 26966-946, Centro, Linhares, SE, 
Rua Alfredo Otto Drews, no. 20, 61016-95, São Benedito, Linhares, CE, 
Rua Antonello Braga, no. 24, 45228-62, Solon Borges, Linhares, RO, 
Rua Angelindo Carareto, no. 30, 28073-313, Jardim Camburi, Linhares, PA, 
Rua Anníbal Vieira Rabayolli, no. 52, 11077-088, Bento Ferreira, Linhares, PR, 
Rua Antônio Aleixo, no. 2, 57636-83, Morada de Camburi, Linhares, DF, 
Rua Antonello Braga, no. 36, 27914-722, Gurigica, Linhares, AP, 
Rua Antonello Braga, no. 43, 32659-06, Boa Vista, Linhares, ES, 
Rua Ângelo Carão, no. 39, 28651-925, São Pedro, Linhares, PE, 
Praça Anníbal Anthero Martins, no. 5, 83155-46, Boa Vista, Linhares, AP, 
Praça Anníbal Anthero Martins, no. 90, 20878-686, da Penha, Linhares, PI, 
Escadaria Antípo Francisco do Nascimento, no. 31, 10587-011, Santa Martha, Linhares, PR, 
Escadaria Antônia Pereira Paiva, no. 40, 18619-779, Resistência, Linhares, AP, 
Rua Ângelo Carão, no. 31, 10587-011, Gurigica, Linhares, PE, 
Rua Antonieta Tatagiba, no. 42, 45078-06, Bento Ferreira, Linhares, SE, 
Escadaria Aníbal Eugênio dos Santos, no. 5, 89719-80, do Moscoso, Linhares, SE, 
Rua Ângela Maria Cani Gama, no. 93, 29316-933, Morada de Camburi, Linhares, CE, 
Rua Ângelo Carão, no. 58, 21289-952, Enseada do Suá, Linhares, AP, 
Praça Anníbal Anthero Martins, no. 90, 80873-08, Santa Tereza, Linhares, PR, 
Praça Anedir de Lima Corrêa, no. 97, 26416-769, Nova Palestina, Linhares, SP, 
Rua Antônio Aguirre, no. 90, 25317-505, São Benedito, Linhares, SP, 
Rua Ângelo Ripoli, no. 6, 27095-68, do Moscoso, Linhares, CE, 
Escadaria Antenor Passos, no. 7, 23662-904, Jucutuquara, Linhares, PI, 
Rua Anselmo Serrat, no. 61, 61698-61, Santo André, Linhares, RO, 
Avenida Anísio Fernandes Coelho, no. 23, 65099-74, Redenção, Linhares, AP, 
Rua Antário Alexandre Theodoro Filho, no. 55, 28118-830, Santa Lúcia, Linhares, RR, 
Rua Ângelo Zardine, no. 40, 22686-894, Jabour, Linhares, RR, 
Escadaria Antípo Francisco do Nascimento, no. 92, 42184-60, Monte Belo, Linhares, PR, 
Beco Anna Anastácia Cirilo, no. 61, 26416-769, da Penha, Linhares, AP, 
Travessa Alfredo Sampaio, no. 36, 25549-312, Santo André, Linhares, SP, 
Travessa Ângelo Zardine, no. 3, 22119-749, Solon Borges, Linhares, AP, 
Beco Antenor Falcão, no. 11, 16467-777, Praia do Suá, Linhares, MA, 
Rua Antonino Ribeiro, no. 22, 16853-014, Santos Dumont, Linhares, DF, 
Rua Anestor Pedro, no. 59, 16853-014, Santo André, Linhares, RR, 
Praça Anita Francisca Crystello, no. 19, 64775-27, Santos Dumont, Linhares, RN, 
Escadaria Antenor Passos, no. 73, 47246-85, Forte São João, Linhares, AP, 
Travessa Alfredo Sampaio, no. 66, 18619-779, Nova Palestina, Linhares, RJ, 
Rua Antero de Almeida, no. 33, 85043-90, Horto, Linhares, SE, 
Travessa Ângelo Zardine, no. 45, 61016-95, Santa Martha, Linhares, DF, 
Ladeira Anthero Braído, no. 44, 69326-63, Santa Cecília, Linhares, MA, 
Rua Ângela Maria Cani Gama, no. 40, 18619-779, Santa Tereza, Linhares, AP, 
Rua Antônio Aguirre, no. 30, 25563-660, São José, Linhares, AP, 
Praça Anedir de Lima Corrêa, no. 53, 76058-83, Nova Palestina, Linhares, CE, 
Praça Anníbal Anthero Martins, no. 2, 10379-870, Consolação, Linhares, DF, 
Rua Antonieta Tatagiba, no. 34, 86628-71, de Lourdes, Linhares, GO, 
Rua André Carloni, no. 27, 27352-808, Santa Tereza, Linhares, PB, 
Ladeira Anthero Braído, no. 99, 23993-564, Santos Dumont, Linhares, MA, 
Rua Antonello Braga, no. 28, 28147-15, São José, Linhares, AP, 
Rua Ângelo Zardine, no. 41, 20342-043, Maruípe, Linhares, SC, 
Praça Anedir de Lima Corrêa, no. 23, 56707-28, Forte São João, Linhares, RN, 
Beco Andrelino Lucas dos Santos, no. 80, 83155-46, Centro, Linhares, PI, 
Avenida Anísio Fernandes Coelho, no. 85, 26536-082, Romão, Linhares, SC, 
Praça Anedir de Lima Corrêa, no. 74, 20199-322, Jardim Camburi, Linhares, DF, 
Rua Alfredo Sampaio, no. 41, 74354-25, Santa Cecília, Linhares, SE, 
Escadaria Antônia Pereira Paiva, no. 50, 21805-930, Redenção, Linhares, MT, 
Beco Anísio Pereira do Nascimento, no. 84, 77758-93, Mata da Praia, Linhares, PI, 
Rua Antônio Aguirre, no. 81, 16878-708, São Pedro, Linhares, DF, 
Escadaria Antenor Passos, no. 82, 18288-033, Maria Ortiz, Linhares, TO, 
Rua Antônia Adami, no. 17, 33577-62, Itararé, Linhares, MA, 
Rua Alfredo Otto Drews, no. 31, 20877-079, Mata da Praia, Linhares, GO, 
Rua Anestor Pedro, no. 12, 11781-841, Jardim Camburi, Linhares, PR, 
Rua Angelindo Carareto, no. 44, 26422-406, Santa Lúcia, Linhares, MA, 
Praça Anníbal Anthero Martins, no. 53, 11077-088, Tabuazeiro, Linhares, SE, 
Rua Antonieta Tatagiba, no. 18, 23560-052, Jardim Camburi, Linhares, MS, 
Escadaria Antípo Francisco do Nascimento, no. 15, 29758-264, Horto, Linhares, PI, 
Escadaria Andrelino Pereira, no. 58, 76058-83, Romão, Linhares, PB, 
Beco Anna Anastácia Cirilo, no. 31, 11089-981, Redenção, Linhares, MT, 
Rua Ângelo Ripoli, no. 22, 10417-276, São Cristóvão, Linhares, PA, 
Escadaria Anselmo Serrat, no. 78, 85446-84, Forte São João, Linhares, RN, 
Escadaria Antípo Francisco do Nascimento, no. 74, 11320-873, Itararé, Linhares, PB, 
Rua André Carloni, no. 88, 11842-030, Boa Vista, Linhares, AM, 
Rua Anselmo Serrat, no. 68, 15524-19, Fradinhos, Linhares, PB, 
Escadaria Antípo Francisco do Nascimento, no. 46, 36867-68, da Penha, Linhares, PB, 
Praça Anníbal Anthero Martins, no. 47, 61698-61, Jucutuquara, Linhares, RN, 
Praça Anita Francisca Crystello, no. 34, 28651-925, Bento Ferreira, Linhares, AM, 
Rua Ângela Maria Cani Gama, no. 90, 49787-40, Santo André, Linhares, PB, 
Praça Anníbal Anthero Martins, no. 80, 29758-264, Praia do Suá, Linhares, BA, 
Escadaria Andrelino Pereira, no. 57, 18157-141, Bonfim, Linhares, TO, 
Rua Antônia Adami, no. 1, 23518-318, Praia do Suá, Linhares, MS, 
Beco Antenor Falcão, no. 91, 26294-773, Santa Clara, Linhares, RR, 
Avenida Anísio Fernandes Coelho, no. 22, 21289-952, Forte São João, Linhares, DF, 
Rua Angelindo Carareto, no. 81, 13142-148, Romão, Linhares, RJ, 
Rua Antônio Aguirre, no. 55, 29328-949, Praia do Suá, Linhares, AM, 
Rua Ângelo Ripoli, no. 6, 11089-981, São Cristóvão, Linhares, SP, 
Praça Anníbal Anthero Martins, no. 23, 11842-030, Romão, Linhares, MS, 
Rua Antônio Aleixo, no. 100, 23308-285, Boa Vista, Linhares, RO, 
Avenida Anísio Fernandes Coelho, no. 8, 13005-359, Romão, Linhares, GO, 
Rua Alfredo Sampaio, no. 62, 12614-946, Monte Belo, Linhares, SE, 
Rua Antonieta Tatagiba, no. 21, 42184-60, Enseada do Suá, Linhares, RO, 
Rua Antero de Almeida, no. 23, 23559-759, Romão, Linhares, PE, 
Rua Anita Giovanoti, no. 1, 21389-401, Praia do Suá, Linhares, BA, 
Rua Angelindo Carareto, no. 53, 77696-03, Redenção, Linhares, MS, 
Rua Anestor Pedro, no. 48, 11089-981, Santa Lúcia, Linhares, GO, 
Rua Antonello Braga, no. 93, 45880-42, de Lourdes, Linhares, RR, 
Avenida Anísio Fernandes Coelho, no. 100, 19792-284, Romão, Linhares, GO, 
Avenida Anísio Fernandes Coelho, no. 7, 69120-66, Jardim Camburi, Linhares, PA, 
Beco Antenor Falcão, no. 23, 20384-27, Maruípe, Linhares, PB, 
Rua Antonino Ribeiro, no. 5, 25344-409, Maria Ortiz, Linhares, MT, 
Escadaria Anselmo Serrat, no. 65, 20480-757, Boa Vista, Linhares, RS, 
Rua Angelindo Carareto, no. 21, 11748-881, Horto, Linhares, RO, 
Rua Ângelo Ripoli, no. 60, 56707-28, Solon Borges, Linhares, SC, 
Rua Antiocho Carneiro de Mendonça, no. 3, 16853-014, Andorinhas, Linhares, SC, 
Praça Anníbal Anthero Martins, no. 17, 10918-278, Morada de Camburi, Linhares, MG, 
Rua Antário Alexandre Theodoro Filho, no. 78, 23761-015, Fradinhos, Linhares, RJ, 
Rua Antônio Aguirre, no. 18, 15984-711, Monte Belo, Linhares, PB, 
Beco Anna Anastácia Cirilo, no. 13, 18157-141, Centro, Linhares, CE, 
Travessa Ângelo Zardine, no. 95, 20123-441, de Lourdes, Linhares, MT, 
Rua Antonino Ribeiro, no. 5, 14848-905, Caratoíra, Linhares, GO, 
Praça Anita Francisca Crystello, no. 84, 69120-66, Jucutuquara, Linhares, PA, 
Rua Antônio Aguirre, no. 98, 23518-318, Forte São João, Linhares, RS, 
Ladeira Anthero Braído, no. 64, 13005-359, Nova Palestina, Linhares, PA, 
Rua Ângela Roza Simonelli, no. 35, 23560-052, Santa Cecília, Linhares, MG, 
Rua Anníbal Vieira Rabayolli, no. 33, 21389-401, Itararé, Linhares, PI, 
Rua Antônio Aleixo, no. 61, 10587-011, Resistência, Linhares, CE, 
Rua Antonino Ribeiro, no. 100, 24234-034, Maria Ortiz, Linhares, GO, 
Rua Ângelo Ripoli, no. 7, 12614-946, Consolação, Linhares, PR, 
Praça Anita Francisca Crystello, no. 27, 10230-224, Gurigica, Linhares, CE, 
Beco Anísio Pereira do Nascimento, no. 68, 13732-267, Santo André, Linhares, MA, 
Beco Anna Anastácia Cirilo, no. 4, 69451-97, do Moscoso, Linhares, AM, 
Rua Antônio Aguirre, no. 7, 25344-409, Morada de Camburi, Linhares, RJ, 
Rua Anníbal Vieira Rabayolli, no. 77, 16720-576, Forte São João, Linhares, TO, 
Rua Ângelo Ripoli, no. 75, 10587-011, do Moscoso, Linhares, ES, 
Rua Antônio Aguirre, no. 86, 14802-906, Solon Borges, Linhares, MS, 
Beco Andrelino Lucas dos Santos, no. 59, 15190-608, São Pedro, Linhares, BA, 
Rua Angelindo Carareto, no. 72, 49787-40, São Benedito, Linhares, RO, 
Rua Antônio Aleixo, no. 6, 12394-099, da Penha, Linhares, SP, 
Travessa Ângelo Zardine, no. 17, 10379-870, Redenção, Linhares, MG, 
Praça Anita Francisca Crystello, no. 100, 25901-087, Romão, Linhares, RJ, 
Rua Alfredo Sampaio, no. 64, 16853-014, Bonfim, Linhares, AL, 
Avenida Anísio Fernandes Coelho, no. 34, 89719-80, Bento Ferreira, Linhares, SC, 
Travessa Ângelo Zardine, no. 73, 19030-352, Santa Cecília, Linhares, ES, 
Rua Angelindo Carareto, no. 21, 25241-23, Nova Palestina, Linhares, RO, 
Escadaria Antenor Passos, no. 68, 13269-477, Morada de Camburi, Linhares, RO, 
Beco Antônia Servina Simplício, no. 70, 61016-95, Santo André, Linhares, PA, 
Rua Anníbal Vieira Rabayolli, no. 85, 29758-264, Santa Martha, Linhares, RJ, 
Rua Anestor Pedro, no. 4, 69120-66, Santa Martha, Linhares, RN, 
Rua Antiocho Carneiro de Mendonça, no. 26, 28630-150, Monte Belo, Linhares, PA, 
Rua Antonino Ribeiro, no. 15, 90211-92, Bonfim, Linhares, MG, 
Rua Anestor Pedro, no. 67, 10305-071, Jucutuquara, Linhares, SC, 
Escadaria Aníbal Eugênio dos Santos, no. 75, 26671-700, Santa Lúcia, Linhares, PA, 
Rua Ângelo Zardine, no. 16, 28196-963, Monte Belo, Linhares, MA, 
Rua Antário Alexandre Theodoro Filho, no. 17, 26416-769, Jucutuquara, Linhares, MA, 
Rua Antenor Guimarães, no. 69, 29758-264, Bonfim, Linhares, RS, 
Escadaria Antípo Francisco do Nascimento, no. 50, 12666-833, Morada de Camburi, Linhares, GO, 
Escadaria Aníbal Eugênio dos Santos, no. 59, 10230-224, Consolação, Linhares, TO, 
Rua Antonello Braga, no. 38, 26517-482, Boa Vista, Linhares, SC, 
Rua Ângela Maria Cani Gama, no. 75, 33427-83, Fradinhos, Linhares, AL, 
Escadaria Antônia Pereira Paiva, no. 73, 76058-83, Bonfim, Linhares, AL, 
Rua André Rodrigues Pedro, no. 1, 20137-309, Redenção, Linhares, RN, 
Rua Antônio Aleixo, no. 85, 23871-013, São Pedro, Linhares, SC, 
Beco Andrelino Lucas dos Santos, no. 73, 22868-86, Praia do Suá, Linhares, PB, 
Beco Anísio Pereira do Nascimento, no. 49, 17312-479, Maria Ortiz, Linhares, AL, 
Rua Anselmo Serrat, no. 25, 10379-870, da Penha, Linhares, SE, 
Rua Ângela Maria Cani Gama, no. 25, 28044-574, Santa Tereza, Linhares, SC, 
Rua Antônio Aguirre, no. 5, 20927-397, Jucutuquara, Linhares, TO, 
Rua Anselmo Serrat, no. 54, 20384-27, Nova Palestina, Linhares, SP, 
Escadaria Anselmo Serrat, no. 39, 25563-660, Santa Cecília, Linhares, RR, 
Beco Andrelino Lucas dos Santos, no. 16, 45880-42, Jardim Camburi, Linhares, RR, 
Rua Ângelo Ripoli, no. 67, 16853-014, Santos Dumont, Linhares, PI, 
Rua Anestor Pedro, no. 84, 15190-608, Santo André, Linhares, RR, 
Rua André Carloni, no. 73, 16859-12, Boa Vista, Linhares, ES, 
Rua Anselmo Serrat, no. 97, 20889-541, Itararé, Linhares, PA, 
Beco Antenor Falcão, no. 10, 17744-506, Santa Cecília, Linhares, SC, 
Rua Anselmo Serrat, no. 75, 23871-013, Jardim Camburi, Linhares, PA, 
Rua André Rodrigues Pedro, no. 57, 20137-309, Santo André, Linhares, TO, 
Beco Antônia Servina Simplício, no. 57, 12666-833, Consolação, Linhares, BA, 
